epoch,loss
1,1.5382696517440668
2,1.1039393102116597
3,0.8889130565821363
4,0.7365548257022867
5,0.6209026961146719
6,0.5146609201569996
7,0.42123313690237985
8,0.33854684208893715
9,0.2771760363827276
10,0.23114403521122834
