epoch,loss
1,1.545447165856276
2,1.0921800122846423
3,0.8684835857366358
4,0.7322841032081858
5,0.6164370567140067
6,0.5068954934397012
7,0.4259228973227846
8,0.34932303041829477
9,0.28185628654668704
10,0.23240277214009133
