epoch,loss
1,1.5469461975957426
2,1.1028396334794477
3,0.8969014189432344
4,0.741562985550717
5,0.6189482546675845
6,0.5238286351685024
7,0.42941229439833584
8,0.3488431797574853
9,0.2847645209001763
10,0.23203523374160231
