epoch,accuracy
1,0.4696243115703163
2,0.6319406175095102
3,0.7052998706660307
4,0.7568872658645406
5,0.7954163495689401
6,0.8307935417917989
7,0.859754097126329
8,0.8834928041681305
9,0.907408937163975
10,0.9221942827219853
